,car,price,body,mileage,engV,engType,registration,year,model,drive
625,Renault,3600.0,van,22,1.9,Diesel,yes,2001,Kangoo ����.,front
626,Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,C-Class,rear
627,Nissan,17000.0,hatch,22,1.8,Other,yes,2013,Leaf,rear
628,Hyundai,15500.0,crossover,22,2.0,Petrol,yes,2010,IX35,front
629,Rolls-Royce,0.0,sedan,22,6.75,Other,yes,2008,Phantom,rear
630,VAZ,1200.0,crossover,22,1.6,Petrol,yes,1986,2121,full
631,Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350,full
632,Opel,3500.0,hatch,22,2.2,Diesel,no,2003,Vectra C,front
633,Chery,4500.0,sedan,22,1.3,Gas,yes,2008,Kimo,front
634,Hyundai,10900.0,sedan,22,1.4,Petrol,yes,2014,Accent,front
635,SsangYong,16500.0,crossover,22,2.0,Diesel,yes,2013,Korando,front
636,Jaguar,39900.0,sedan,22,2.0,Petrol,yes,2015,XE,rear
637,Hyundai,16700.0,crossover,22,2.0,Petrol,yes,2011,IX35,full
638,Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,Land Cruiser 200,full
639,Smart,10700.0,other,23,1.0,Petrol,yes,2014,Fortwo,
640,Nissan,15000.0,crossover,23,2.0,Petrol,yes,2010,Qashqai,front
641,Peugeot,12000.0,hatch,23,1.6,Petrol,yes,2012,207,front
642,ZAZ,1800.0,hatch,23,1.2,Petrol,yes,2009,1103 �������,front
643,Nissan,14200.0,hatch,23,1.8,Other,yes,2014,Leaf,front
644,Volkswagen,18200.0,hatch,23,1.4,Petrol,yes,2013,Golf VI,front
645,Cadillac,47000.0,crossover,23,6.2,Petrol,yes,2008,Escalade,full
646,Mercedes-Benz,0.0,sedan,23,5.5,Petrol,yes,2011,S 550,full
647,BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,M5,rear
648,MINI,20500.0,hatch,23,1.6,Petrol,yes,2014,Cooper,front
649,VAZ,1500.0,sedan,23,1.3,Petrol,yes,1985,2106,rear
650,Daewoo,4300.0,sedan,23,8.0,Petrol,yes,2012,Matiz,front
651,BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,X6,full
652,Tesla,64900.0,sedan,23,1.8,Other,yes,2013,Model S,rear
653,Citroen,8300.0,hatch,23,1.0,Petrol,yes,2013,C1,front
654,Geely,3200.0,sedan,23,1.5,Other,yes,2013,CK,front
655,VAZ,1080.0,hatch,23,1.3,Petrol,yes,1989,2109,front
656,Nissan,17300.0,hatch,24,1.8,Other,yes,2013,Leaf,front
657,Skoda,22700.0,hatch,24,1.4,Petrol,yes,2014,Octavia A7,front
658,Audi,55000.0,hatch,24,2.8,Other,yes,2014,A7,full
659,Nissan,15500.0,hatch,24,1.8,Other,yes,2012,Leaf,front
660,Nissan,16699.0,hatch,24,1.8,Other,yes,2013,Leaf,front
661,Mercedes-Benz,0.0,other,24,4.7,Petrol,yes,2014,S 500,full
662,Mazda,20000.0,sedan,24,1.5,Petrol,yes,2014,3,front
663,Honda,30500.0,sedan,24,2.4,Petrol,yes,2015,Accord,front
664,Toyota,11600.0,hatch,24,1.6,Petrol,yes,2009,Auris,front
665,Volkswagen,65000.0,crossover,24,1.8,Other,yes,2015,Touareg,
666,Geely,8700.0,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
667,Toyota,13850.0,hatch,24,1.6,Other,yes,2010,Auris,front
668,Toyota,0.0,sedan,24,2.5,Petrol,yes,2015,Camry,front
669,Lexus,55723.2,crossover,24,2.5,Petrol,yes,2014,NX 300,full
670,BMW,24999.0,vagon,24,2.0,Petrol,yes,2012,X1,rear
671,Jaguar,39900.0,sedan,24,2.0,Petrol,yes,2016,XE,rear
672,Mercedes-Benz,0.0,other,24,4.7,Petrol,yes,2014,S 500,full
673,Mercedes-Benz,0.0,sedan,24,3.0,Diesel,yes,2015,S 350,full
674,Audi,62000.0,vagon,24,3.0,Diesel,yes,2015,A6 Allroad,full
675,Opel,920.0,hatch,24,1.3,Petrol,yes,1989,Kadett,front
676,Chevrolet,28950.0,sedan,24,1.4,Other,yes,2013,Volt,front
677,Porsche,114900.0,crossover,25,4.8,Petrol,yes,2013,Cayenne,full
678,BMW,22900.0,other,25,3.0,Petrol,yes,2008,325,rear
679,BMW,21900.0,other,25,2.5,Petrol,yes,2007,325,rear
680,Land Rover,52900.0,crossover,25,1.8,Petrol,yes,2012,Range Rover Sport,full
681,Lexus,45555.0,crossover,25,3.5,Petrol,yes,2013,RX 350,full
682,Toyota,14000.0,sedan,25,2.5,Petrol,yes,2014,Camry,front
683,Suzuki,6400.0,sedan,25,2.4,Petrol,yes,2011,Kizashi,full
684,VAZ,800.0,sedan,25,1.3,Petrol,yes,1979,2101,rear
685,Land Rover,0.0,crossover,25,5.0,Petrol,yes,2013,Range Rover,full
686,Daewoo,4900.0,sedan,25,1.3,Petrol,yes,2014,Sens,front
687,Infiniti,19900.0,other,25,3.7,Petrol,yes,2015,QX70,
688,Infiniti,19900.0,other,25,3.7,Petrol,yes,2015,FX 37,
689,GAZ,1400.0,van,25,1.8,Gas,yes,1999,2705 GAZ���,
690,Nissan,17000.0,hatch,25,1.8,Other,yes,2014,Leaf,front
691,Kia,11500.0,sedan,25,1.4,Petrol,yes,2013,Rio,front
692,VAZ,1600.0,hatch,25,1.3,Petrol,yes,1989,2108,front
693,VAZ,1950.0,other,25,1.5,Gas,yes,1998,2109,front
694,Mercedes-Benz,0.0,sedan,25,3.0,Diesel,yes,2014,S 350,full
695,Mercedes-Benz,0.0,sedan,25,3.0,Diesel,yes,2014,S 350,full
696,Mercedes-Benz,0.0,other,25,4.7,Petrol,yes,2014,S 500,full
697,Mercedes-Benz,116500.0,sedan,25,3.0,Diesel,yes,2015,S 350,full
698,Volkswagen,20900.0,sedan,25,2.0,Diesel,yes,2015,Jetta,front
699,Nissan,9000.0,sedan,25,1.6,Petrol,yes,2011,Almera,front
700,Nissan,15300.0,hatch,25,1.8,Other,yes,2013,Leaf,front
701,Mazda,20000.0,sedan,25,2.0,Petrol,yes,2015,6,front
702,Volvo,19899.0,hatch,25,1.6,Diesel,yes,2013,V40,front
703,ZAZ,6880.0,hatch,25,1.5,Petrol,yes,2014,Vida,front
704,Audi,2300.0,vagon,25,2.5,Diesel,no,1999,A6,front
705,GAZ,5100.0,sedan,25,2.4,Petrol,yes,2008,31105,rear
706,Ford,24300.0,hatch,25,0.14,Other,yes,2013,Focus,front
707,ZAZ,2800.0,sedan,25,1.2,Petrol,yes,2006,1103 �������,front
708,Nissan,28900.0,crossover,25,2.0,Petrol,yes,2014,X-Trail,full
709,Nissan,12400.0,hatch,26,1.8,Other,yes,2011,Leaf,
710,Smart,8800.0,other,26,1.0,Petrol,yes,2011,Fortwo,rear
711,Mazda,26500.0,sedan,26,2.5,Petrol,yes,2014,6,front
712,Volkswagen,16000.0,hatch,26,1.2,Petrol,yes,2014,Polo,front
713,Daewoo,5700.0,hatch,26,0.8,Petrol,yes,2012,Matiz,front
714,Opel,10990.0,hatch,26,1.6,Petrol,yes,2013,Astra H,front
715,BMW,45500.0,other,26,2.0,Diesel,yes,2015,520,rear
716,BMW,4100.0,sedan,26,3.0,Diesel,no,2001,530,rear
717,Nissan,20900.0,other,26,2.0,Petrol,yes,2013,Qashqai,full
718,Daewoo,4600.0,sedan,26,1.3,Gas,yes,2014,Sens,front
719,Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,Passat CC,front
720,Fiat,15500.0,van,26,1.4,Petrol,yes,2014,500 L,front
721,Mercedes-Benz,41500.0,other,26,1.8,Diesel,yes,2013,E-Class,rear
722,Ford,16000.0,van,26,1.6,Diesel,yes,2014,Tourneo Connect ����.,front
723,Tesla,80000.0,sedan,27,1.8,Other,yes,2013,Model S,front
724,Nissan,16238.0,hatch,27,1.8,Other,yes,2013,Leaf,front
725,Hyundai,18800.0,crossover,27,2.0,Petrol,yes,2012,IX35,full
726,Smart,14450.0,other,27,1.8,Other,yes,2013,Fortwo,front
727,Audi,51500.0,crossover,27,3.0,Diesel,yes,2013,Q7,full
728,Chrysler,12500.0,sedan,27,2.4,Petrol,yes,2006,PT Cruiser,
729,Hyundai,0.0,sedan,27,5.0,Petrol,yes,2013,Genesis,rear
730,Audi,30900.0,crossover,27,2.0,Petrol,yes,2011,Q5,full
731,VAZ,5200.0,sedan,27,1.6,Petrol,yes,2011,2110,front
732,Mercedes-Benz,0.0,crossover,27,3.0,Diesel,yes,2015,G 350,full
733,Ford,15500.0,hatch,27,1.8,Other,yes,2012,Focus Electric,front
734,Daewoo,4500.0,sedan,27,1.3,Petrol,yes,2005,Sens,front
735,Nissan,18000.0,hatch,27,1.8,Other,yes,2013,Leaf,front
736,Hyundai,8200.0,hatch,27,1.4,Petrol,yes,2011,i30,
737,Nissan,20820.0,crossover,27,1.6,Gas,yes,2015,Juke,front
738,Mercedes-Benz,0.0,crossover,27,3.0,Diesel,yes,2015,G 350,full
739,Mercedes-Benz,119000.0,sedan,27,3.0,Diesel,yes,2014,S 350,full
740,Nissan,14200.0,sedan,28,1.8,Other,yes,2014,Leaf,front
